1
126493
0
111 109 132
1
883960	4.18879	0
855316	4.18879	0
854919	4.18879	0
855186	4.18879	0
840797	4.18879	0
869574	4.18879	0
840931	4.18879	0
840535	4.18879	0
912868	4.18879	0
912604	4.18879	0
912738	4.18879	0
898347	4.18879	0
883958	4.18879	0
898216	4.18879	0
869440	4.18879	0
883694	4.18879	0
912336	4.18879	0
883427	4.18879	0
869171	4.18879	0
883297	4.18879	0
926855	4.18879	0
926857	4.18879	0
897947	4.18879	0
926593	4.18879	0
883827	4.18879	0
912470	4.18879	0
912734	4.18879	0
898345	4.18879	0
855050	4.18879	0
869304	4.18879	0
869701	4.18879	0
883826	4.18879	0
812544	4.18879	0
812282	4.18879	0
841190	4.18879	0
798025	4.18879	0
812415	4.18879	0
783903	4.18879	0
798290	4.18879	0
812811	4.18879	0
826667	4.18879	0
855443	4.18879	0
840922	4.18879	0
840791	4.18879	0
812413	4.18879	0
841058	4.18879	0
841322	4.18879	0
841187	4.18879	0
812681	4.18879	0
812419	4.18879	0
812417	4.18879	0
841327	4.18879	0
841195	4.18879	0
869971	4.18879	0
841193	4.18879	0
855716	4.18879	0
869572	4.18879	0
855314	4.18879	0
826407	4.18879	0
840929	4.18879	0
840928	4.18879	0
812021	4.18879	0
812283	4.18879	0
812286	4.18879	0
811764	4.18879	0
811894	4.18879	0
812027	4.18879	0
797508	4.18879	0
826281	4.18879	0
812024	4.18879	0
811760	4.18879	0
812026	4.18879	0
797636	4.18879	0
826411	4.18879	0
811890	4.18879	0
797898	4.18879	0
797238	4.18879	0
826014	4.18879	0
826148	4.18879	0
797503	4.18879	0
783646	4.18879	0
798164	4.18879	0
798298	4.18879	0
826809	4.18879	0
826939	4.18879	0
826676	4.18879	0
826941	4.18879	0
797899	4.18879	0
797903	4.18879	0
798168	4.18879	0
826810	4.18879	0
797905	4.18879	0
841331	4.18879	0
826944	4.18879	0
826679	4.18879	0
855455	4.18879	0
869841	4.18879	0
898618	4.18879	0
883965	4.18879	0
841066	4.18879	0
840935	4.18879	0
855321	4.18879	0
840801	4.18879	0
883837	4.18879	0
898489	4.18879	0
869714	4.18879	0
883839	4.18879	0
869846	4.18879	0
855456	4.18879	0
884364	4.18879	0
855192	4.18879	0
927129	4.18879	0
912478	4.18879	0
941253	4.18879	0
926868	4.18879	0
898224	4.18879	0
912613	4.18879	0
912479	4.18879	0
926869	4.18879	0
898089	4.18879	0
869445	4.18879	0
883831	4.18879	0
898222	4.18879	0
912609	4.18879	0
926995	4.18879	0
912476	4.18879	0
898219	4.18879	0
926736	4.18879	0
912350	4.18879	0
897827	4.18879	0
941126	4.18879	0
912482	4.18879	0
941391	4.18879	0
955645	4.18879	0
926471	4.18879	0
926473	4.18879	0
912215	4.18879	0
955248	4.18879	0
926337	4.18879	0
911950	4.18879	0
926602	4.18879	0
912212	4.18879	0
955508	4.18879	0
969762	4.18879	0
940856	4.18879	0
984020	4.18879	0
941122	4.18879	0
926732	4.18879	0
926862	4.18879	0
941514	4.18879	0
926996	4.18879	0
941119	4.18879	0
927128	4.18879	0
926997	4.18879	0
898220	4.18879	0
912873	4.18879	0
868921	4.18879	0
840144	4.18879	0
840014	4.18879	0
868656	4.18879	0
897301	4.18879	0
883046	4.18879	0
868789	4.18879	0
883178	4.18879	0
883041	4.18879	0
854264	4.18879	0
868389	4.18879	0
839878	4.18879	0
897563	4.18879	0
882912	4.18879	0
883174	4.18879	0
882910	4.18879	0
940071	4.18879	0
925550	4.18879	0
911558	4.18879	0
954589	4.18879	0
926209	4.18879	0
925946	4.18879	0
954986	4.18879	0
925944	4.18879	0
926076	4.18879	0
926075	4.18879	0
925813	4.18879	0
897299	4.18879	0
940727	4.18879	0
911952	4.18879	0
926470	4.18879	0
854802	4.18879	0
840545	4.18879	0
840280	4.18879	0
883577	4.18879	0
897832	4.18879	0
883313	4.18879	0
897965	4.18879	0
911955	4.18879	0
883179	4.18879	0
897303	4.18879	0
883048	4.18879	0
883051	4.18879	0
897570	4.18879	0
882917	4.18879	0
840282	4.18879	0
869057	4.18879	0
854406	4.18879	0
840283	4.18879	0
840547	4.18879	0
854670	4.18879	0
854673	4.18879	0
782862	4.18879	0
797116	4.18879	0
782993	4.18879	0
797382	4.18879	0
826157	4.18879	0
825892	4.18879	0
811639	4.18879	0
781803	4.18879	0
767546	4.18879	0
767281	4.18879	0
796321	4.18879	0
810841	4.18879	0
810975	4.18879	0
796455	4.18879	0
810579	4.18879	0
811104	4.18879	0
796583	4.18879	0
782459	4.18879	0
796585	4.18879	0
796982	4.18879	0
811105	4.18879	0
782330	4.18879	0
782460	4.18879	0
854271	4.18879	0
854401	4.18879	0
868525	4.18879	0
825760	4.18879	0
840279	4.18879	0
854666	4.18879	0
840407	4.18879	0
825756	4.18879	0
854664	4.18879	0
811633	4.18879	0
825623	4.18879	0
811368	4.18879	0
796978	4.18879	0
883973	4.18879	0
898228	4.18879	0
869452	4.18879	0
869715	4.18879	0
869321	4.18879	0
855198	4.18879	0
854935	4.18879	0
855195	4.18879	0
855197	4.18879	0
869716	4.18879	0
826420	4.18879	0
812163	4.18879	0
826815	4.18879	0
841070	4.18879	0
855459	4.18879	0
826284	4.18879	0
855061	4.18879	0
826022	4.18879	0
840937	4.18879	0
854930	4.18879	0
869184	4.18879	0
840408	4.18879	0
898487	4.18879	0
898355	4.18879	0
869578	4.18879	0
869712	4.18879	0
855059	4.18879	0
840670	4.18879	0
855189	4.18879	0
913406	4.18879	0
884764	4.18879	0
913540	4.18879	0
884894	4.18879	0
913537	4.18879	0
884761	4.18879	0
899016	4.18879	0
884498	4.18879	0
898752	4.18879	0
913271	4.18879	0
913007	4.18879	0
898750	4.18879	0
941918	4.18879	0
913273	4.18879	0
942048	4.18879	0
913009	4.18879	0
884633	4.18879	0
899153	4.18879	0
870509	4.18879	0
899287	4.18879	0
899024	4.18879	0
884502	4.18879	0
884634	4.18879	0
869984	4.18879	0
898888	4.18879	0
870111	4.18879	0
870113	4.18879	0
884370	4.18879	0
870112	4.18879	0
855722	4.18879	0
869845	4.18879	0
941652	4.18879	0
970427	4.18879	0
941915	4.18879	0
970692	4.18879	0
927266	4.18879	0
941785	4.18879	0
913010	4.18879	0
913008	4.18879	0
941650	4.18879	0
927393	4.18879	0
941780	4.18879	0
927259	4.18879	0
970425	4.18879	0
941649	4.18879	0
956039	4.18879	0
941519	4.18879	0
927793	4.18879	0
942180	4.18879	0
927659	4.18879	0
941916	4.18879	0
970690	4.18879	0
970824	4.18879	0
956566	4.18879	0
971087	4.18879	0
971354	4.18879	0
985609	4.18879	0
956702	4.18879	0
942577	4.18879	0
928056	4.18879	0
913669	4.18879	0
942182	4.18879	0
986002	4.18879	0
957095	4.18879	0
971616	4.18879	0
985738	4.18879	0
957226	4.18879	0
971877	4.18879	0
942968	4.18879	0
971747	4.18879	0
957097	4.18879	0
986005	4.18879	0
985742	4.18879	0
956967	4.18879	0
956833	4.18879	0
971352	4.18879	0
942575	4.18879	0
928323	4.18879	0
942845	4.18879	0
914068	4.18879	0
943108	4.18879	0
957100	4.18879	0
985877	4.18879	0
971751	4.18879	0
957365	4.18879	0
956834	4.18879	0
971487	4.18879	0
985612	4.18879	0
942448	4.18879	0
956704	4.18879	0
927927	4.18879	0
927796	4.18879	0
1014909	4.18879	0
986134	4.18879	0
1029299	4.18879	0
1000259	4.18879	0
1029428	4.18879	0
1014907	4.18879	0
1000785	4.18879	0
1000521	4.18879	0
1001184	4.18879	0
986531	4.18879	0
1015308	4.18879	0
1015571	4.18879	0
